participant_id,Gender,Age,Ethnicity,Task_Order,Experimenter,Condition,Incentive ,Comments,Unnamed: 5,PI_Enticing,PI_Alive,PI_Safe,PI_Good,PI_Changing,PI_Hierarchical,PI_Understandable,PI_AboutMe,PI_Abundant,PI_Acceptable,PI_Beautiful,PI_Cooperative,PI_Funny,PI_Harmless,PI_Improvable,PI_Intentional,PI_Interconnected,PI_Interesting,PI_Just,PI_Meaningful,PI_NeedsMe,PI_Pleasurable,PI_Progressing,PI_Regenerative,PI_Stable,PI_WorthExploring,MAIA_Noticing,MAIA_NotDistracting,MAIA_NotWorrying,MAIA_AttentionRegulation,MAIA_EmotionalAwareness,MAIA_SelfRegulation,MAIA_BodyListening,MAIA_Trusting,PI_Beautiful_4_GE,PI_Regenerative_4_GS_R,PI_Good_1_G_R,PI_Understandable_4_G,PI_Stable_4_GS_R,PI_Regenerative_3_GS,PI_Understandable_2_G_R,PI_Cooperative_1_GS_R,PI_Abundant_2_GE,PI_Changing_5_R,PI_Acceptable_2_R,PI_Hierarchical_4,PI_Just_4_GS,PI_Meaningful_1_GE,PI_Changing_3,PI_Stable_1_GS_R,PI_NeedsMe_3_GA_R,PI_Enticing_1_GE,PI_Harmless_4_GS,PI_Harmless_3_GS,PI_Cooperative_4_GS,PI_Understandable_1_G,PI_Changing_1,PI_WorthExploring_1_GE,PI_Harmless_1_GS,PI_Harmless_2_GS_R,PI_Funny_1_GE,PI_Intentional_2_A,PI_Harmless_5_GS_R,PI_Just_2_GA,PI_Funny_2_GE,PI_Beautiful_1_GE,PI_Hierarchical_5,PI_Pleasurable_4_GS,PI_Interconnected_2_R,PI_Intentional_5_A_R,PI_Progressing_2_GS_R,PI_Hierarchical_3_R,PI_Interesting_1_GE_R,PI_Intentional_1_A,PI_Interesting_4_GE_R,PI_Abundant_4_GE,PI_Regenerative_1_GS,PI_WorthExploring_3_GE,PI_Stable_3_GS_R,PI_Progressing_1_GS_R,PI_Understandable_3_G_R,PI_Improvable_2_G_R,PI_Beautiful_2_GE_R,PI_Improvable_5_GE,PI_Meaningful_3_GE_R,PI_AboutMe_4,PI_Acceptable_4_R,PI_NeedsMe_4_GA,PI_Stable_2_GS,PI_Improvable_1_G,PI_Improvable_4_GE,PI_Funny_3_G_R,PI_Funny_4_GE,PI_WorthExploring_2_GE_R,PI_WorthExploring_4_GE,PI_Pleasurable_3_GS_R,PI_AboutMe_1_A,PI_Interesting_2_GE_R,PI_Progressing_3_GS,PI_Improvable_3_GE,PI_Pleasurable_1_GS_R,PI_Interesting_3_GE,PI_AboutMe_5_A,PI_Changing_2,PI_Hierarchical_1,PI_Just_5_GS_R,PI_NeedsMe_2_GA,PI_Hierarchical_2,PI_Pleasurable_2_GS,PI_Cooperative_3_GS_R,PI_Abundant_1_GE,PI_Enticing_2_GE,PI_Acceptable_1_R,PI_Pleasurable_5_GS,PI_Meaningful_4_GE_R,PI_AboutMe_2_A,PI_Abundant_3_GE_R,PI_Regenerative_2_GS_R,PI_Interconnected_4,PI_AboutMe_3_A_R,PI_Just_3_GS,PI_Interconnected_3,PI_Just_1_G,PI_Intentional_4_A_R,PI_Beautiful_3_GE,PI_Intentional_3_A,PI_Meaningful_2_GE_R,PI_Acceptable_3,PI_Progressing_4_GS,PI_Changing_4,PI_NeedsMe_1_GA,PI_Cooperative_2_GS_R,PI_Interconnected_1,MAIA_NotWorrying_5_R,MAIA_NotDistracting_1_R,MAIA_NotDistracting_2_R,MAIA_NotWorrying_1_R,MAIA_EmotionalAwareness_2,MAIA_SelfRegulation_3,MAIA_NotDistracting_6_R,MAIA_Noticing_1,MAIA_AttentionRegulation_3,MAIA_Trusting_1,MAIA_NotDistracting_3_R,MAIA_BodyListening_2,MAIA_NotDistracting_5_R,MAIA_Noticing_2,MAIA_Trusting_2,MAIA_AttentionRegulation_4,MAIA_EmotionalAwareness_5,MAIA_EmotionalAwareness_3,MAIA_Noticing_4,MAIA_NotWorrying_3,MAIA_Noticing_3,MAIA_SelfRegulation_2,MAIA_BodyListening_1,MAIA_NotWorrying_4,MAIA_AttentionRegulation_6,MAIA_EmotionalAwareness_4,MAIA_Trusting_3,MAIA_AttentionRegulation_7,MAIA_NotDistracting_4_R,MAIA_SelfRegulation_4,MAIA_AttentionRegulation_2,MAIA_EmotionalAwareness_1,MAIA_AttentionRegulation_1,MAIA_SelfRegulation_1,MAIA_NotWorrying_2_R,MAIA_BodyListening_3,MAIA_AttentionRegulation_5,IAS_16,IAS_14,IAS_5,IAS_10,IAS_19,IAS_15,IAS_20,IAS_18,IAS_8,IAS_3,IAS_9,IAS_11,IAS_4,IAS_21,IAS_6,IAS_17,IAS_2,IAS_1,IAS_7,IAS_13,IAS_12,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SampEn,HRV_HF,HRV_HFD,HRV_LFHF,HRV_IALS,HRV_Ca,HRV_AI,HCT_Accuracy,HCT_Sensibility,HCT_Awareness,HRV_MeanNN_HCT,HRV_SDNN_HCT,HRV_RMSSD_HCT
sub-38,Male,25.0,Caucasian,Questionnaire_First,Exp3,Questionnaire,,"Signals very good throughout. RS started before recording, but only 2 seconds. random tapping was not very random, rather very slow rythmical. During last questionnaire, Dell Command update popped up, was put to the side but still there during the last task, however should not have interfered to much as it was silent and on the side",,0.6722222222222222,0.235,0.4840000000000001,0.5018309859154929,0.5640000000000001,0.3,0.1275,0.368,0.5974999999999999,0.5525,0.5475,0.4975,0.47,0.524,0.5279999999999999,0.0,0.4625,0.7675000000000001,0.508,0.4375,0.3725,0.532,0.4175,0.5700000000000001,0.2574999999999999,0.6825,0.7649999999999999,0.57,0.576,0.58,0.6,0.4225,0.7233333333333333,0.6499999999999999,0.57,0.5,0.27,0.0,0.67,0.31,0.85,0.3,0.55,0.42,0.57,0.4,0.56,0.24,0.47,0.74,0.39,0.79,0.41,0.56,0.44,0.0,0.5,0.78,0.41,0.4,0.45,0.0,0.36,0.38,0.42,0.4,0.25,0.4,0.59,1.0,0.57,0.69,0.09,0.0,0.2,0.46,0.5,0.55,0.92,0.68,0.64,0.43,0.4,0.59,0.72,0.36,0.41,0.46,0.36,0.39,0.38,0.54,0.55,0.19,0.59,0.44,0.41,0.27,0.45,0.71,0.37,0.63,0.44,0.72,0.54,0.23,0.42,0.0,0.56,0.6,0.69,0.67,0.39,0.51,0.39,0.3,0.31,0.41,0.36,0.67,0.49,0.58,0.34,1.0,0.62,0.0,0.38,0.58,0.47,0.55,0.0,0.55,0.5,0.35,0.34,0.37,0.44,0.84,0.6,0.34,0.88,0.75,0.62,0.59,0.77,0.6,0.73,0.72,0.63,0.69,0.8,0.74,0.41,0.71,0.3,0.69,0.59,0.64,0.34,0.61,0.32,0.34,0.4,0.35,0.33,0.67,0.39,0.33,0.71,0.7,0.21,0.62,0.75,0.39,0.36,0.81,1.0,0.28,0.6,0.35,0.64,0.72,0.78,0.38,0.68,0.6,0.73,0.58,0.38,0.62,0.66,1228.595115681234,82.49810964281936,71.87554571733664,1.7781999394424224,0.0047667930602819,1.9165253529831967,1.542883007790322,0.5376623376623376,0.5019787601120426,50.21740358790101,0.8550928291901924,0.395,-0.0857142857142857,1400.500883318071,65.72117688209462,63.70541121700799
sub-39,Female,21.0,Asian,Task_First,Exp1,Task,Credits_4,"TAP (baseline) gets faster; TAP (slower) not slow; AF7 shifts during TAP (faster) and (random) trials; AF7 shifts during HCT 4-6 trials, 6 being the worse",,0.6622222222222222,0.6275000000000001,0.428,0.52,0.682,0.56,0.5625,0.784,0.7324999999999999,0.3025,0.555,0.4275,0.4425,0.446,0.594,0.494,0.63,0.735,0.4679999999999999,0.6275,0.4299999999999999,0.47,0.365,0.4149999999999999,0.365,0.685,0.7675,0.3983333333333334,0.528,0.6200000000000001,0.756,0.305,0.7033333333333335,0.7366666666666667,0.68,0.42,0.56,0.57,0.69,0.68,0.36,0.54,0.65,0.42,0.66,0.6,0.37,0.42,0.72,0.55,0.6,0.57,0.41,0.38,0.36,0.64,0.7,0.74,0.4,0.35,0.42,0.37,0.61,0.39,0.58,0.6,0.64,0.56,0.27,0.26,0.6,0.41,0.23,0.34,0.36,0.88,0.68,0.75,0.66,0.76,0.6,0.43,0.65,0.54,0.42,0.88,0.64,0.57,0.36,0.7,0.59,0.63,0.4,0.38,0.63,0.61,0.81,0.19,0.44,0.57,0.47,0.72,0.85,0.76,0.56,0.65,0.41,0.41,0.44,0.7,0.72,0.65,0.71,0.43,0.3,0.63,0.32,0.56,0.65,0.25,0.64,0.59,0.59,0.38,0.59,0.4,0.19,0.22,0.38,0.65,0.34,0.41,0.55,0.72,0.38,0.59,0.6,0.82,0.44,0.77,0.64,0.7,0.75,0.67,0.64,0.6,0.72,0.65,0.66,0.63,0.76,1.0,0.6,0.71,0.29,0.81,0.74,0.75,0.93,0.81,0.6,0.6,0.26,0.67,0.64,0.74,0.23,0.38,0.66,0.22,0.71,0.71,0.34,0.76,0.67,0.59,0.61,0.18,0.3,0.8,0.75,0.87,0.76,0.75,0.69,0.7,0.7,0.59,0.63,0.64,0.73,677.6725601131542,32.2925378303903,22.650308454584422,1.4441139320087168,0.0285933876500667,1.8128831604881943,0.7178179414199889,0.3524355300859599,0.4606795507843107,50.16529695530547,0.7813823819138831,0.48,0.4264705882352941,683.7156342772396,22.94328966273584,15.051725173575926
sub-40,Female,19.0,Arab,Questionnaire_First,Exp1,Questionnaire,Credits_4,TP10 gradually decreasing during RS (60-30),,0.6922222222222222,0.5525,0.48,0.5983098591549293,0.808,0.4559999999999999,0.5624999999999999,0.396,0.79,0.22,0.615,0.515,0.5449999999999999,0.51,0.65,0.4720000000000001,0.855,0.85,0.4679999999999999,0.5725,0.5225,0.5599999999999999,0.34,0.53,0.53,0.9325,0.825,0.485,0.5879999999999999,0.8057142857142858,0.8240000000000001,0.77,0.7133333333333334,0.9733333333333332,0.56,0.53,0.43,0.11,0.54,0.5,0.12,0.58,0.72,0.11,0.71,0.5,0.5,0.5,0.8,0.5,0.41,0.91,0.5,0.55,0.6,0.3,0.77,0.97,0.5,0.5,0.53,0.43,0.5,0.55,0.57,0.64,0.39,0.39,0.14,0.38,0.84,0.54,0.16,0.5,0.21,0.85,0.5,1.0,0.43,0.57,0.04,0.5,0.54,0.69,0.36,0.33,0.85,0.5,0.59,0.58,0.63,0.5,0.58,0.24,1.0,0.5,0.5,0.17,0.45,0.85,0.5,0.94,0.27,0.81,0.5,0.5,0.5,0.43,0.65,0.45,0.83,0.84,0.82,0.76,0.45,0.38,0.24,0.35,0.74,0.5,0.55,0.92,0.24,0.5,0.8,0.31,0.4,0.26,0.32,0.77,0.5,0.51,0.9,0.53,0.52,0.5,0.58,0.95,0.8,0.5,0.76,0.9,1.0,0.61,0.4,0.46,0.95,1.0,0.66,0.93,0.82,0.67,0.94,0.92,0.85,0.93,0.61,0.98,0.53,0.92,0.94,0.5,0.61,0.74,0.89,0.61,0.82,0.5,0.81,0.81,0.61,0.65,0.68,0.87,1.0,0.96,1.0,0.5,0.83,0.66,0.79,0.83,0.8,0.79,0.68,0.85,0.6,0.83,1.0,0.82,0.78,687.7385057471264,26.46512318864008,10.688695029742822,1.2143515600478283,0.0006803101550981,1.6435198268187654,4.159838182622254,0.4785819793205317,0.4765085338703656,50.60682235917241,0.7953982604732363,0.4766666666666665,-0.3714285714285715,737.4860301558388,52.4781818211799,24.094006088732684
sub-41,Female,19.0,White English,Task_First,Exp1,Task,Credits_4,TP10 gradually decreasing during RS (30-20); ECG shifts sometime during TAP (baseline) due to body movement; sometimes double taps in the TAP (heart),,0.7644444444444445,0.38,0.5139999999999999,0.5488732394366197,0.608,0.614,0.3825,0.418,0.6375,0.26,0.5225,0.47,0.6575,0.374,0.612,0.178,0.6675000000000001,0.6825,0.598,0.83,0.325,0.554,0.5025,0.5375,0.47,0.6950000000000001,0.625,0.38,0.542,0.4628571428571428,0.7759999999999999,0.505,0.4566666666666667,0.5233333333333333,0.5,0.3,0.37,0.34,0.68,0.58,0.53,0.5,0.57,0.39,0.79,0.59,0.67,0.77,0.68,0.52,0.6,0.3,0.46,0.2,0.52,0.27,0.58,0.66,0.36,0.61,0.71,0.08,0.54,0.58,0.61,0.19,0.78,0.5,0.17,0.7,0.5,0.37,0.2,0.18,0.27,0.55,0.66,0.83,0.42,0.5,0.55,0.4,0.25,0.63,0.19,0.23,0.7,0.36,0.5,0.66,0.58,0.31,0.62,0.42,0.71,0.37,0.39,0.3,0.51,0.59,0.5,0.5,0.21,0.58,0.57,0.4,0.39,0.5,0.64,0.64,0.66,0.5,0.69,0.5,0.09,0.51,0.23,0.31,0.66,0.25,0.57,0.39,0.57,0.93,0.65,0.26,0.17,0.22,0.5,0.59,0.15,0.5,0.79,0.58,0.78,0.6,0.5,0.83,0.7,0.84,0.74,0.78,0.38,0.5,0.23,0.5,0.62,0.69,0.32,0.76,0.69,0.82,0.72,0.32,0.32,0.61,0.28,0.34,0.86,0.5,0.6,0.5,0.38,0.17,0.74,0.9,0.62,0.21,0.53,0.13,0.11,0.86,0.86,0.35,0.9,0.8,0.87,0.22,0.95,0.72,0.92,0.73,0.25,0.81,0.92,0.82,0.64,0.0,0.87,0.64,0.84,670.7198879551821,74.41798461534032,36.92607565276338,0.7515372966731912,0.0017475055924561,1.5236163468146582,11.94031674333194,0.2161016949152542,0.5910104885578467,50.068880269547456,0.6272434822325174,0.0,,729.0449961740746,49.00429761790101,27.05327701865757
sub-42,Female,19.0,White Other,Questionnaire_First,Exp3,Questionnaire,Credits_4,"TP10 signal bad throughout (gets slightly better over time), TP9 pretty good troughout but getting worse for a second every 10 seconds or so (simoultaneous with TP10), AF7 and AF8 good throughout; muse froze after 5 min resting, and after 1/3 of TAP slower; some background noise from people talking and doors opening/closing; good ECG and respiration; all TAP tasks pretty slow",,0.7866666666666666,0.915,0.6506666666666667,0.7302816901408451,0.572,0.512,0.6300000000000001,0.874,0.8374999999999999,0.3675,0.8125,0.6125,0.8049999999999999,0.476,0.9,0.91,0.8775000000000001,0.8300000000000001,0.858,0.745,0.8224999999999999,0.74,0.5700000000000001,0.4225,0.6174999999999999,0.8675,0.4725,0.7583333333333334,0.6980000000000002,0.4142857142857142,0.308,0.3625,0.5333333333333333,0.7533333333333334,0.75,0.12,0.09,0.5,0.44,1.0,0.12,0.29,0.86,0.22,0.61,0.36,1.0,0.65,0.48,0.37,0.17,0.82,0.52,0.37,0.4,0.55,0.57,1.0,0.55,0.71,0.81,0.88,0.35,0.8,0.73,0.89,0.43,0.74,0.08,0.0,0.45,0.42,0.05,0.84,0.26,0.83,1.0,0.74,0.43,0.45,0.41,0.0,0.31,1.0,0.04,0.83,0.55,0.78,0.71,0.84,0.8,0.18,0.86,0.19,0.92,0.19,0.77,0.2,0.58,0.86,0.26,0.83,0.77,0.55,0.76,0.33,0.82,0.43,0.63,0.45,0.9,0.96,0.6,0.78,0.09,1.0,0.24,0.19,0.86,0.0,0.82,0.95,1.0,0.17,0.92,1.0,0.54,0.23,0.6,0.48,0.86,0.21,0.78,0.22,0.18,0.29,0.57,0.23,0.62,0.21,0.79,0.34,0.66,0.37,0.2,0.23,0.19,0.76,0.53,0.24,0.21,0.72,0.76,0.19,0.25,0.64,0.71,0.44,0.2,0.84,0.55,0.17,0.27,0.31,0.66,0.32,0.31,0.19,0.76,0.41,0.75,0.67,0.73,0.77,0.75,0.79,0.23,0.12,0.77,0.74,0.8,0.78,0.75,0.13,0.72,0.81,0.91,0.79,0.78,0.74,0.78,957.222,95.66907473013126,89.53981380655773,1.957663467507984,0.0093210971058384,1.8994335283691988,0.6739593253760565,0.5423387096774194,0.5023801817449615,50.20174366171758,0.8097152847152848,0.65,0.7714285714285715,956.514102302832,72.24806194651613,65.00200743991986
sub-43,Female,20.0,Caucasian,Task_First,Exp3,Task,Credits_4,"All signals really good throughout, only in RS TP10 was a bit higher; all TAP tasks pretty slow; throughout all tasks a lot of background noise (people talking, doors, vacuuming)",,0.5188888888888888,0.2524999999999999,0.518,0.5678873239436619,0.368,0.368,0.715,0.422,0.6725,0.0224999999999999,0.7575000000000001,0.5399999999999999,0.6074999999999999,0.424,0.912,0.042,0.4399999999999999,0.5525,0.418,0.34,0.2975,0.5700000000000001,0.54,0.5975,0.3475,0.6749999999999999,0.825,0.4566666666666666,0.6580000000000001,0.8028571428571428,0.922,0.86,0.8633333333333333,1.0,0.69,0.37,0.31,0.74,0.61,0.53,0.19,0.22,0.61,0.59,0.91,0.22,0.2,0.36,0.43,0.59,0.68,0.67,0.44,0.43,0.4,0.72,0.26,0.76,0.44,0.63,0.62,0.2,0.56,0.44,0.59,0.67,0.74,0.67,0.4,1.0,0.61,0.64,0.58,0.0,0.3,0.7,0.4,0.61,0.58,0.52,0.41,0.0,0.13,0.66,0.6,0.35,1.0,0.51,0.17,0.9,1.0,0.38,0.6,0.37,0.7,0.41,0.26,0.56,0.71,1.0,0.44,0.65,0.38,0.39,0.27,0.36,0.36,0.25,0.54,0.38,0.77,0.77,1.0,0.49,0.6,0.43,0.39,0.31,0.19,0.31,0.46,0.44,0.35,1.0,0.8,0.01,0.8,0.0,0.58,0.35,0.0,0.64,0.53,0.23,0.33,0.39,0.15,0.75,0.9,0.33,1.0,0.78,1.0,0.96,0.92,1.0,0.73,1.0,0.75,0.86,1.0,0.77,0.66,0.8,0.76,0.75,0.66,0.89,1.0,1.0,0.9,0.25,0.94,0.64,1.0,0.78,0.84,0.65,0.92,0.88,0.8,0.68,1.0,1.0,1.0,1.0,1.0,0.11,0.33,0.82,0.62,0.83,0.73,0.88,1.0,0.7,0.38,1.0,0.94,0.96,1.0,696.2202034883721,59.61407775538593,26.703790570980864,0.7753852787969174,0.001081694637901,1.422030724331009,11.936625507079144,0.2448680351906158,0.5001321243270943,49.57530093410029,0.5940521296044968,0.1766666666666666,-0.088235294117647,802.6123590464391,72.73541023420368,46.64685406900527
sub-44,Male,20.0,Caucasian,Questionnaire_First,Exp2,Questionnaire,,All ECG and EEg signals really good; rsp bit noisy but could see waves ,,0.9122222222222224,0.2725,0.43,0.5345070422535211,0.768,0.21,0.37,0.492,0.7575,0.0199999999999999,0.85,0.37,0.575,0.138,0.54,0.186,0.3075,0.885,0.144,1.0,0.35,0.416,0.2325,0.6425000000000001,0.4575,0.955,0.875,0.2133333333333333,0.624,0.79,0.672,0.755,0.66,0.8666666666666667,0.84,0.3,0.78,0.08,0.56,0.63,0.36,0.37,0.26,0.0,1.0,0.23,0.3,1.0,0.74,0.66,0.77,1.0,0.05,0.12,0.09,0.16,0.62,1.0,0.05,0.69,0.66,0.0,0.84,0.0,0.91,0.69,0.19,0.37,0.63,0.96,0.67,0.78,0.0,0.21,0.37,0.96,0.3,1.0,0.26,0.61,0.4,0.61,0.13,0.73,0.0,0.12,0.92,0.53,0.31,0.86,0.6,0.74,0.47,0.18,1.0,0.72,0.7,0.0,0.1,0.12,0.62,0.91,0.57,0.77,0.21,0.81,0.58,0.2,0.5,0.69,0.92,0.76,1.0,0.55,0.0,0.43,0.11,0.2,0.38,0.36,0.2,0.21,0.03,0.82,1.0,0.5,0.0,0.0,0.11,0.71,0.06,0.55,0.27,0.22,0.76,0.79,0.23,0.12,0.91,0.67,0.96,0.84,0.85,0.74,0.62,0.92,0.88,0.79,0.79,0.59,0.93,0.73,0.61,0.93,0.69,0.6,0.58,0.66,0.76,0.96,0.83,0.84,0.82,0.87,0.96,0.82,0.6,0.62,0.76,0.72,0.14,0.64,0.94,0.66,0.4,0.83,0.23,0.0,0.92,0.9,0.82,0.69,0.92,0.52,0.87,0.98,0.58,0.76,0.95,0.65,0.84,1033.474082073434,73.21908932165721,64.30798796430592,1.621966550117269,0.0206540830338646,1.9162394306289336,0.5614700136902717,0.3689956331877729,0.5187569515893184,50.18249167174892,0.6310101230070743,0.0766666666666666,-0.2319084142609793,1104.266725713583,58.25790289854829,50.050119832660585
sub-45,Male,20.0,Caucasian,Task_First,Exp4,Task,,"All ECEG and EEG are good through out, after trial 1 on TAP EEG was wiped because AF8 was around 135. RSP good through out with some moments of noise and flatness",,0.7322222222222221,0.3025,0.574,0.6101408450704227,0.662,0.38,0.685,0.266,0.73,0.3225,0.7224999999999999,0.6825,0.5225000000000001,0.4599999999999999,0.738,0.282,0.3999999999999999,0.695,0.504,0.76,0.345,0.622,0.5775,0.4175,0.6074999999999999,0.71,0.755,0.2633333333333333,0.7180000000000001,0.6414285714285715,0.7,0.6499999999999999,0.49,0.7600000000000001,0.73,0.54,0.54,0.67,0.43,0.62,0.29,0.21,0.72,0.27,0.66,0.32,0.71,0.71,0.56,0.39,0.73,0.73,0.57,0.43,0.56,0.62,0.7,0.77,0.41,0.56,0.28,0.28,0.55,0.31,0.56,0.63,0.32,0.67,0.44,0.64,0.52,0.68,0.24,0.28,0.27,0.69,0.62,0.72,0.34,0.45,0.26,0.37,0.31,0.85,0.29,0.53,0.65,0.48,0.59,0.68,0.77,0.41,0.66,0.35,0.7,0.29,0.11,0.33,0.65,0.76,0.37,0.62,0.2,0.69,0.61,0.57,0.28,0.33,0.66,0.33,0.75,0.69,0.73,0.44,0.22,0.27,0.24,0.55,0.28,0.78,0.77,0.41,0.3,0.64,0.84,0.13,0.16,0.33,0.63,0.63,0.35,0.29,0.35,0.28,0.82,0.72,0.3,0.62,0.71,0.71,0.68,0.59,0.78,0.75,0.38,0.72,0.73,0.77,0.67,0.7,0.8,0.78,0.74,0.83,0.55,0.6,0.77,0.65,0.68,0.73,0.7,0.7,0.62,0.76,0.7,0.58,0.72,0.34,0.49,0.54,0.34,0.7,0.81,0.82,0.41,0.65,0.49,0.2,0.72,0.64,0.84,0.78,0.78,0.65,0.72,0.81,0.29,0.63,0.73,0.77,0.74,537.2578475336323,20.85838076974996,12.1142151522172,0.9300218082632724,0.0128329824359612,1.544688214649907,1.9079890828052108,0.351981351981352,0.5963208136559964,50.19293289050197,0.6337902841081068,0.4283333333333332,-0.4928053803045812,586.1437540520902,46.15615794220378,29.175243255049956
sub-46,Female,20.0,Asian,Questionnaire_First,Exp4,Questionnaire,,"ECG good throughout, RSP noisey at start of tasks but then settled, EEG stopped 5:23-8:10 of TAP other than that good through out. For TAP participant used 3 tap rhythm rather than 1 tap rhythm",,0.7133333333333334,0.375,0.5106666666666666,0.5898591549295774,0.8400000000000001,0.516,0.28,0.3419999999999999,0.81,0.1725,0.4775,0.5199999999999999,0.6074999999999999,0.4459999999999999,0.7020000000000001,0.354,0.6025,0.7474999999999999,0.5680000000000001,0.8699999999999999,0.5775,0.364,0.47,0.62,0.505,0.885,0.63,0.3883333333333333,0.104,0.7514285714285716,0.792,0.775,0.8933333333333332,0.7999999999999999,0.29,0.33,0.71,0.28,0.67,0.5,0.72,0.33,0.79,0.19,0.96,0.55,0.62,1.0,0.74,0.41,0.58,1.0,0.18,0.63,0.36,0.15,0.91,0.83,0.37,0.67,0.88,0.16,0.28,0.64,0.66,0.83,0.68,0.44,0.73,0.61,0.6,0.17,0.26,0.52,0.08,0.85,0.38,0.92,0.6,0.55,0.59,0.77,0.86,0.89,0.41,0.18,0.93,0.56,0.7,0.5,1.0,0.72,0.61,0.14,0.93,0.85,0.4,0.56,0.64,0.89,0.68,0.89,0.62,0.86,0.16,0.11,0.61,0.36,0.34,0.65,0.76,0.71,0.67,0.57,0.05,0.16,0.16,0.31,0.75,0.65,0.6,0.76,0.09,0.66,0.65,0.36,0.06,0.25,0.39,0.88,0.72,0.3,0.63,1.0,0.31,0.28,0.76,0.83,0.18,0.79,0.39,0.79,1.0,0.73,1.0,0.79,1.0,1.0,0.89,0.32,0.92,0.13,0.1,1.0,0.92,0.84,0.14,0.87,1.0,0.4,0.84,0.77,1.0,0.63,0.89,0.33,1.0,0.96,0.84,0.91,0.26,0.85,1.0,0.84,0.31,1.0,0.1,0.18,0.28,0.89,1.0,0.4,0.91,0.71,1.0,0.96,1.0,0.83,0.83,0.58,0.74,642.3959731543624,29.347214333545583,15.8309067184063,1.442383827770934,0.0049053573653701,1.7623077908981415,1.2197688157819069,0.3826322930800542,0.4905913122006619,50.538799798409805,0.4450730273374827,0.485,-0.0285714285714285,682.8458707532722,29.421144274293667,19.779186878722214
sub-47,Female,20.0,Caucasian,Task_First,Exp4,Task,,"RSP noisey and wavey throughout but settled sometimes, ECG good through out however short s waves. EEG worked mostly but during RS AF7 started spiking really high after 2:17 (100-400), EEG stopped working between 4:33 and 10:22 of TAP task",,0.7255555555555556,0.495,0.5066666666666667,0.5312676056338028,0.6060000000000001,0.438,0.365,0.474,0.5425,0.3175,0.5275000000000001,0.535,0.5125,0.382,0.482,0.44,0.5975,0.7075,0.422,0.7725,0.565,0.548,0.4975,0.5275000000000001,0.4325,0.6950000000000001,0.635,0.5866666666666667,0.4959999999999999,0.5257142857142857,0.6380000000000001,0.5975,0.7300000000000001,0.6666666666666666,0.54,0.41,0.43,0.33,0.55,0.48,0.54,0.42,0.53,0.41,0.67,0.37,0.52,0.81,0.62,0.47,0.44,0.57,0.41,0.38,0.51,0.33,0.69,0.66,0.38,0.59,0.48,0.42,0.67,0.43,0.52,0.47,0.5,0.48,0.4,0.55,0.55,0.55,0.28,0.46,0.23,0.52,0.52,0.62,0.45,0.47,0.66,0.48,0.42,0.53,0.1,0.48,0.64,0.61,0.2,0.47,0.43,0.42,0.47,0.21,0.71,0.38,0.48,0.2,0.55,0.46,0.44,0.54,0.43,0.59,0.45,0.57,0.55,0.42,0.55,0.52,0.53,0.69,0.7,0.53,0.31,0.49,0.41,0.48,0.57,0.51,0.44,0.55,0.29,0.52,0.52,0.39,0.31,0.28,0.46,0.54,0.54,0.43,0.67,0.43,0.54,0.39,0.63,0.74,0.62,0.38,0.64,0.29,0.7,0.59,0.68,0.23,0.64,0.58,0.57,0.63,0.6,0.62,0.57,0.64,0.59,0.76,0.53,0.44,0.64,0.72,0.61,0.35,0.63,0.63,0.58,0.59,0.55,0.56,0.75,0.55,0.2,0.76,0.67,0.59,0.59,0.59,0.34,0.18,0.99,0.27,0.59,0.23,0.29,0.6,0.67,0.6,0.76,0.51,0.53,0.75,0.69,809.9146959459459,56.63389032408711,39.34260444524087,1.3195842864688117,0.0169254221489096,1.8349588862974493,0.8424256500379874,0.3112244897959184,0.5562968851574482,50.175841871270144,0.5526449022413806,0.04,0.3188740696088466,835.2359773865164,38.75661391822866,29.210575430237277
